29	9
38	9
40	9
7	9
21	42
19	56
19	59
7	59
32	59
53	59
65	59
7	17
26	17
8	17
12	17
38	17
28	49
6	49
10	16
4	16
13	64
38	64
14	64
7	64
57	64
61	64
36	64
36	62
29	62
65	62
33	62
58	62
54	55
38	55
15	41
50	41
47	41
31	43
29	52
20	52
65	52
35	44
2	46
29	27
39	27
1	42
1	21
34	59
34	53
60	9
60	42
60	64
60	21
60	13
60	14
60	36
65	49
65	28
65	6
63	9
63	42
63	56
63	59
63	17
63	64
63	62
63	24
63	41
63	38
63	40
63	21
63	13
63	57
63	36
63	29
63	33
45	62
45	58
25	55
25	54
65	55
65	54
51	43
51	31
30	52
30	29
48	52
48	20
37	46
37	2
3	27
3	39
18	55
18	54
18	25
5	49
5	62
5	22
5	23
5	43
5	52
5	6
5	58
5	51
5	30
5	48
11	27
11	3
