54	6
54	8
54	10
54	1
54	9
54	5
57	6
57	8
57	10
57	1
57	9
57	5
58	6
58	20
58	8
58	11
58	13
58	32
58	10
58	22
58	1
58	9
58	5
40	6
40	8
40	7
40	10
40	1
40	9
40	5
65	54
65	57
65	40
65	65
65	53
65	50
65	48
65	39
65	34
65	36
65	61
65	47
65	55
65	52
65	56
65	60
59	15
59	6
59	20
59	8
59	25
59	3
59	11
59	13
59	32
59	10
59	22
59	1
59	9
59	5
67	15
67	21
67	6
67	20
67	8
67	7
67	28
67	25
67	3
67	11
67	33
67	13
67	32
67	37
67	17
67	19
67	10
67	45
67	42
67	22
67	41
67	1
67	9
67	44
67	5
67	54
67	57
67	34
53	6
53	8
53	10
53	1
53	9
53	5
50	6
50	8
50	7
50	10
50	1
50	9
50	5
48	6
48	8
48	10
48	1
48	9
48	5
68	15
68	21
68	6
68	20
68	8
68	25
68	3
68	11
68	33
68	13
68	32
68	17
68	19
68	10
68	42
68	22
68	1
68	9
68	5
39	6
39	8
39	10
39	1
39	9
39	5
34	6
34	8
34	10
34	1
34	9
34	5
36	6
36	8
36	10
36	1
36	9
36	5
61	15
61	21
61	6
61	20
61	8
61	25
61	3
61	11
61	13
61	32
61	19
61	10
61	22
61	1
61	9
61	5
66	54
66	57
66	40
66	65
66	53
66	50
66	48
66	39
66	34
66	36
66	61
66	66
66	47
66	55
66	52
66	56
66	60
47	6
47	8
47	10
47	1
47	9
47	5
55	6
55	8
55	10
55	1
55	9
55	5
52	6
52	8
52	10
52	1
52	9
52	5
56	6
56	8
56	10
56	1
56	9
56	5
60	54
60	57
60	40
60	65
60	53
60	50
60	48
60	39
60	34
60	36
60	61
60	47
60	55
60	52
60	56
60	60
69	32
69	54
69	57
69	58
69	40
69	65
69	59
69	67
69	53
69	50
69	48
69	39
69	34
69	36
69	61
69	66
69	47
69	55
69	52
69	56
69	60
69	69
70	58
70	65
70	59
70	67
70	68
70	61
70	66
70	60
70	69
71	58
71	65
71	59
71	67
71	68
71	61
71	66
71	60
71	69
72	58
72	65
72	59
72	67
72	68
72	61
72	66
72	60
72	69
72	70
72	71
72	72
54	18
54	2
69	51
69	63
69	62
69	49
69	38
69	43
51	6
51	8
51	18
51	2
51	1
51	9
51	7
64	6
64	8
64	18
64	7
64	2
64	1
64	9
65	51
65	63
65	49
65	38
65	43
65	66
67	14
67	24
67	18
67	26
67	35
67	46
67	29
67	2
67	27
67	30
67	23
67	31
67	16
67	12
62	4
62	6
62	14
62	24
62	8
62	18
62	26
62	3
62	11
62	33
62	35
62	29
62	2
62	27
62	30
62	23
62	22
62	1
62	12
62	9
62	54
62	34
62	57
63	6
63	14
63	24
63	8
63	18
63	26
63	3
63	11
63	33
63	35
63	29
63	2
63	27
63	30
63	22
63	1
63	12
63	9
49	6
49	8
49	18
49	2
49	1
49	9
48	4
48	18
48	2
68	14
68	24
68	18
68	26
68	35
68	29
68	2
68	27
68	30
68	12
38	6
38	8
38	18
38	2
38	1
38	9
43	6
43	8
43	18
43	2
43	1
43	9
34	18
34	2
36	18
36	2
73	67
73	68
73	69
73	73
66	51
66	63
66	49
66	38
66	43
55	18
55	2
57	18
57	2
56	18
56	2
52	18
52	2
60	51
60	63
60	49
60	38
60	43
60	66
