4	1
4	2
4	3
4	4
5	1
5	2
5	3
5	4
6	4
6	5
6	6
7	1
7	2
7	3
7	4
7	7
8	2
8	4
8	5
8	6
8	7
8	8
9	1
9	2
9	4
10	1
11	10
11	11
11	12
11	13
11	14
11	15
11	7
11	8
11	9
12	10
12	11
12	12
12	13
12	14
12	15
12	7
12	8
12	9
13	10
13	11
13	12
13	13
13	14
13	15
13	20
13	21
13	7
13	8
13	9
14	1
14	10
14	11
14	12
14	14
14	15
14	2
14	3
14	4
14	7
14	8
14	9
15	1
15	10
15	11
15	12
15	14
15	15
15	7
15	8
15	9
16	1
17	1
17	10
17	11
17	12
17	13
17	14
17	15
17	7
17	8
17	9
18	1
18	10
18	11
18	12
18	13
18	14
18	15
18	18
18	20
18	21
18	22
18	23
18	7
18	8
18	9
19	1
19	10
19	11
19	12
19	13
19	14
19	15
19	16
19	17
19	19
19	20
19	21
19	22
19	23
19	3
19	4
19	7
19	8
19	9
20	10
20	11
20	12
20	13
20	14
20	15
20	7
20	8
20	9
21	1
21	10
21	11
21	12
21	13
21	14
21	15
21	21
21	22
21	7
21	8
21	9
22	1
22	10
22	11
22	12
22	13
22	14
22	15
22	21
22	22
22	7
22	8
22	9
23	16
23	17
23	18
23	19
23	20
23	21
23	22
23	23
23	24
23	26
23	3
23	4
24	10
24	11
24	12
24	13
24	14
24	15
24	16
24	17
24	18
24	19
24	20
24	21
24	22
24	23
24	24
24	3
24	4
24	7
24	8
24	9
25	1
25	10
25	11
25	12
25	13
25	14
25	15
25	16
25	17
25	18
25	19
25	20
25	21
25	22
25	23
25	25
25	3
25	4
25	7
25	8
25	9
26	10
26	11
26	12
26	13
26	14
26	15
26	16
26	17
26	18
26	20
26	21
26	22
26	23
26	24
26	25
26	26
26	3
26	4
26	7
26	8
26	9
