29	29
29	28
29	27
29	26
29	25
29	24
29	23
29	22
29	20
29	19
29	18
29	16
29	15
29	14
29	13
29	12
29	11
29	10
29	9
29	8
29	7
29	6
29	5
29	4
29	3
29	2
29	1
19	26
19	14
19	13
19	9
19	8
19	6
19	5
19	4
19	3
19	2
13	27
13	26
13	22
13	16
13	15
13	14
13	13
13	12
13	11
13	10
13	9
13	8
13	6
13	5
13	4
13	3
13	2
13	1
28	26
28	14
28	12
28	9
28	8
28	6
28	4
28	3
28	2
23	29
23	28
23	27
23	26
23	23
23	22
23	19
23	17
23	16
23	15
23	14
23	13
23	12
23	11
23	10
23	9
23	8
23	7
23	6
23	5
23	4
23	3
23	2
23	1
26	29
26	28
26	27
26	26
26	25
26	23
26	21
26	19
26	17
26	16
26	15
26	14
26	13
26	12
26	11
26	10
26	9
26	8
26	6
26	5
26	4
26	3
26	2
26	1
16	22
16	16
16	15
16	14
16	13
16	12
16	10
16	9
16	8
16	5
16	4
16	3
16	2
16	1
8	25
8	23
8	22
8	17
8	15
8	14
8	13
8	12
8	10
8	9
8	8
8	6
8	5
8	4
8	3
8	2
8	1
5	22
5	14
5	13
5	12
5	10
5	9
5	8
5	7
5	6
5	5
5	4
5	3
5	2
