19	18
19	14
19	27
19	36
19	10
19	6
20	2
20	5
20	9
57	18
57	13
57	28
57	36
57	11
57	66
57	9
31	18
31	14
31	28
31	36
31	11
31	20
31	23
31	32
31	43
31	42
31	40
31	61
31	62
31	38
31	2
31	4
31	9
49	18
49	14
49	28
49	34
48	11
48	20
48	49
48	22
48	33
48	43
48	42
48	39
48	61
48	63
48	38
48	7
48	2
48	5
48	67
48	9
70	16
70	14
70	28
70	36
70	11
70	20
70	57
70	31
70	49
70	71
70	52
70	51
70	47
70	23
70	32
70	43
70	42
70	40
70	60
70	63
70	38
70	65
70	59
70	69
70	55
70	26
70	67
52	16
52	14
52	28
52	36
52	11
52	20
52	57
52	31
52	49
52	53
52	50
52	47
52	23
52	32
52	43
52	42
52	39
52	61
52	63
52	38
52	65
52	55
52	26
52	7
52	5
52	66
52	9
50	18
50	14
50	27
50	36
50	11
50	20
50	57
50	31
50	49
50	53
50	51
50	47
50	23
50	33
50	43
50	42
50	39
50	61
50	63
50	38
50	65
50	55
50	26
50	7
50	5
50	67
50	9
46	18
46	14
46	28
46	36
46	11
46	20
46	57
46	31
46	49
47	53
47	51
47	47
47	22
47	33
47	43
47	42
47	39
47	61
47	63
47	38
47	65
47	55
47	26
47	6
47	5
47	67
47	9
23	18
23	13
23	28
23	36
23	11
23	20
23	49
23	22
23	2
23	5
23	8
38	18
38	14
38	28
38	36
38	11
38	20
65	16
65	14
65	28
65	36
65	10
65	20
65	57
65	31
64	49
64	53
64	50
64	47
64	23
64	33
64	43
64	41
64	40
64	60
64	63
64	38
64	65
64	55
64	25
64	7
64	2
64	5
64	66
58	18
58	14
58	28
58	36
58	11
58	20
58	49
58	53
58	50
58	47
58	23
58	33
58	43
58	42
58	40
58	61
58	63
58	38
58	64
59	55
59	26
59	7
59	1
59	5
59	45
59	67
59	8
69	18
69	14
69	28
69	36
69	11
69	20
69	56
69	31
69	49
69	53
69	51
69	46
69	23
69	33
69	43
69	42
69	40
69	60
69	63
69	38
69	64
69	59
69	68
69	55
69	26
68	7
68	2
68	5
68	44
68	67
68	9
54	18
54	13
54	28
54	36
54	11
54	20
54	49
54	53
54	51
54	47
54	23
54	33
54	43
54	42
54	39
54	61
54	63
54	38
54	65
54	55
54	25
54	7
54	2
54	5
54	66
54	9
25	16
25	14
25	28
26	36
26	10
26	20
26	49
26	52
26	51
26	46
26	23
26	32
26	43
26	42
26	40
26	60
26	63
26	38
26	64
26	55
26	26
26	7
26	2
26	3
26	67
26	9
7	18
7	13
7	11
7	2
7	8
45	18
45	14
45	28
45	34
45	11
45	20
45	57
45	30
45	33
45	43
45	42
45	40
45	61
45	63
45	37
45	7
45	2
45	5
45	67
24	17
24	15
24	29
24	35
24	12
24	21
24	67
24	8
